test_id,node,test_category,test_description,test,result,failure_reason
198,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
199,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan210 - Tenant_B_OP_Zone_1,PASS
200,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan211 - Tenant_B_OP_Zone_2,PASS
201,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3019 - MLAG_PEER_L3_iBGP: vrf Tenant_B_OP_Zone,PASS
202,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan310 - Tenant_C_OP_Zone_1,PASS
203,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan311 - Tenant_C_OP_Zone_2,PASS
204,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3029 - MLAG_PEER_L3_iBGP: vrf Tenant_C_OP_Zone,PASS
205,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
206,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
207,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan130 - Tenant_A_APP_Zone_1,PASS
208,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan131 - Tenant_A_APP_Zone_2,PASS
209,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3011 - MLAG_PEER_L3_iBGP: vrf Tenant_A_APP_Zone,PASS
210,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan140 - Tenant_A_DB_BZone_1,PASS
211,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan141 - Tenant_A_DB_Zone_2,PASS
212,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3012 - MLAG_PEER_L3_iBGP: vrf Tenant_A_DB_Zone,PASS
213,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
214,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
215,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
216,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
217,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
218,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
219,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan210 - Tenant_B_OP_Zone_1,PASS
220,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan211 - Tenant_B_OP_Zone_2,PASS
221,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3019 - MLAG_PEER_L3_iBGP: vrf Tenant_B_OP_Zone,PASS
222,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan310 - Tenant_C_OP_Zone_1,PASS
223,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan311 - Tenant_C_OP_Zone_2,PASS
224,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3029 - MLAG_PEER_L3_iBGP: vrf Tenant_C_OP_Zone,PASS
225,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
226,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
227,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan130 - Tenant_A_APP_Zone_1,PASS
228,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan131 - Tenant_A_APP_Zone_2,PASS
229,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3011 - MLAG_PEER_L3_iBGP: vrf Tenant_A_APP_Zone,PASS
230,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan140 - Tenant_A_DB_BZone_1,PASS
231,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan141 - Tenant_A_DB_Zone_2,PASS
232,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3012 - MLAG_PEER_L3_iBGP: vrf Tenant_A_DB_Zone,PASS
233,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
234,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
235,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
236,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
237,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
238,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
239,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan210 - Tenant_B_OP_Zone_1,PASS
240,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan211 - Tenant_B_OP_Zone_2,PASS
241,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3019 - MLAG_PEER_L3_iBGP: vrf Tenant_B_OP_Zone,PASS
242,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan310 - Tenant_C_OP_Zone_1,PASS
243,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan311 - Tenant_C_OP_Zone_2,PASS
244,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3029 - MLAG_PEER_L3_iBGP: vrf Tenant_C_OP_Zone,PASS
245,DC1-BL1A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
246,DC1-BL1B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
247,DC1-LEAF1A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
248,DC1-LEAF2A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
249,DC1-LEAF2B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
250,DC1-SVC3A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
251,DC1-SVC3B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
252,DC1-BL1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
253,DC1-BL1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
254,DC1-BL1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
255,DC1-BL1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
256,DC1-BL1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
257,DC1-BL1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
258,DC1-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
259,DC1-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
260,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
261,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
262,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
263,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
264,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
265,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
266,DC1-SPINE1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
267,DC1-SPINE2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
268,DC1-SPINE3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
269,DC1-SPINE4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
270,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
271,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
272,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
273,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
274,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
275,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
276,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet6,PASS
277,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet6,PASS
278,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet6,PASS
279,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet6,PASS
280,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-BL1B_Ethernet5,PASS
281,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1B_Ethernet6,PASS
282,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet7,PASS
283,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet7,PASS
284,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet7,PASS
285,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet7,PASS
286,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-BL1A_Ethernet5,PASS
287,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1A_Ethernet6,PASS
288,DC1-L2LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-LEAF2A_Ethernet7,PASS
289,DC1-L2LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-LEAF2B_Ethernet7,PASS
290,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SVC3A_Ethernet7,PASS
291,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SVC3B_Ethernet7,PASS
292,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-L2LEAF2B_Ethernet3,PASS
293,DC1-L2LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-L2LEAF2B_Ethernet4,PASS
294,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SVC3A_Ethernet8,PASS
295,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SVC3B_Ethernet8,PASS
296,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-L2LEAF2A_Ethernet3,PASS
297,DC1-L2LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-L2LEAF2A_Ethernet4,PASS
298,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet1,PASS
299,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet1,PASS
300,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet1,PASS
301,DC1-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet1,PASS
302,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet2,PASS
303,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet2,PASS
304,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet2,PASS
305,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet2,PASS
306,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-LEAF2B_Ethernet5,PASS
307,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-LEAF2B_Ethernet6,PASS
308,DC1-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-L2LEAF1A_Ethernet1,PASS
309,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet3,PASS
310,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet3,PASS
311,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet3,PASS
312,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet3,PASS
313,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-LEAF2A_Ethernet5,PASS
314,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-LEAF2A_Ethernet6,PASS
315,DC1-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-L2LEAF1A_Ethernet2,PASS
316,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1A_Ethernet1,PASS
317,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-BL1B_Ethernet1,PASS
318,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-LEAF1A_Ethernet1,PASS
319,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-LEAF2A_Ethernet1,PASS
320,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-LEAF2B_Ethernet1,PASS
321,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SVC3A_Ethernet1,PASS
322,DC1-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-SVC3B_Ethernet1,PASS
323,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1A_Ethernet2,PASS
324,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-BL1B_Ethernet2,PASS
325,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-LEAF1A_Ethernet2,PASS
326,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-LEAF2A_Ethernet2,PASS
327,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-LEAF2B_Ethernet2,PASS
328,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SVC3A_Ethernet2,PASS
329,DC1-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-SVC3B_Ethernet2,PASS
330,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1A_Ethernet3,PASS
331,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-BL1B_Ethernet3,PASS
332,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-LEAF1A_Ethernet3,PASS
333,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-LEAF2A_Ethernet3,PASS
334,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-LEAF2B_Ethernet3,PASS
335,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SVC3A_Ethernet3,PASS
336,DC1-SPINE3,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-SVC3B_Ethernet3,PASS
337,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1A_Ethernet4,PASS
338,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-BL1B_Ethernet4,PASS
339,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-LEAF1A_Ethernet4,PASS
340,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-LEAF2A_Ethernet4,PASS
341,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-LEAF2B_Ethernet4,PASS
342,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SVC3A_Ethernet4,PASS
343,DC1-SPINE4,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-SVC3B_Ethernet4,PASS
344,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet4,PASS
345,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet4,PASS
346,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet4,PASS
347,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet4,PASS
348,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-SVC3B_Ethernet5,PASS
349,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-SVC3B_Ethernet6,PASS
350,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-L2LEAF2A_Ethernet1,PASS
351,DC1-SVC3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet8 - remote: DC1-L2LEAF2B_Ethernet1,PASS
352,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet5,PASS
353,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet5,PASS
354,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet5,PASS
355,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet5,PASS
356,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-SVC3A_Ethernet5,PASS
357,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-SVC3A_Ethernet6,PASS
358,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: DC1-L2LEAF2A_Ethernet2,PASS
359,DC1-SVC3B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet8 - remote: DC1-L2LEAF2B_Ethernet2,PASS
360,DC1-BL1A,MLAG,MLAG State active & Status connected,MLAG,PASS
361,DC1-BL1B,MLAG,MLAG State active & Status connected,MLAG,PASS
362,DC1-L2LEAF2A,MLAG,MLAG State active & Status connected,MLAG,PASS
363,DC1-L2LEAF2B,MLAG,MLAG State active & Status connected,MLAG,PASS
364,DC1-LEAF2A,MLAG,MLAG State active & Status connected,MLAG,PASS
365,DC1-LEAF2B,MLAG,MLAG State active & Status connected,MLAG,PASS
366,DC1-SVC3A,MLAG,MLAG State active & Status connected,MLAG,PASS
367,DC1-SVC3B,MLAG,MLAG State active & Status connected,MLAG,PASS
368,DC1-BL1A,IP Reachability,ip reachability test p2p links,Source: DC1-BL1A_Ethernet1 - Destination: DC1-SPINE1_Ethernet6,PASS
369,DC1-BL1A,IP Reachability,ip reachability test p2p links,Source: DC1-BL1A_Ethernet2 - Destination: DC1-SPINE2_Ethernet6,PASS
370,DC1-BL1A,IP Reachability,ip reachability test p2p links,Source: DC1-BL1A_Ethernet3 - Destination: DC1-SPINE3_Ethernet6,PASS
371,DC1-BL1A,IP Reachability,ip reachability test p2p links,Source: DC1-BL1A_Ethernet4 - Destination: DC1-SPINE4_Ethernet6,PASS
372,DC1-BL1B,IP Reachability,ip reachability test p2p links,Source: DC1-BL1B_Ethernet1 - Destination: DC1-SPINE1_Ethernet7,PASS
373,DC1-BL1B,IP Reachability,ip reachability test p2p links,Source: DC1-BL1B_Ethernet2 - Destination: DC1-SPINE2_Ethernet7,PASS
374,DC1-BL1B,IP Reachability,ip reachability test p2p links,Source: DC1-BL1B_Ethernet3 - Destination: DC1-SPINE3_Ethernet7,PASS
375,DC1-BL1B,IP Reachability,ip reachability test p2p links,Source: DC1-BL1B_Ethernet4 - Destination: DC1-SPINE4_Ethernet7,PASS
376,DC1-LEAF1A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF1A_Ethernet1 - Destination: DC1-SPINE1_Ethernet1,PASS
377,DC1-LEAF1A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF1A_Ethernet2 - Destination: DC1-SPINE2_Ethernet1,PASS
378,DC1-LEAF1A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF1A_Ethernet3 - Destination: DC1-SPINE3_Ethernet1,PASS
379,DC1-LEAF1A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF1A_Ethernet4 - Destination: DC1-SPINE4_Ethernet1,PASS
380,DC1-LEAF2A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2A_Ethernet1 - Destination: DC1-SPINE1_Ethernet2,PASS
381,DC1-LEAF2A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2A_Ethernet2 - Destination: DC1-SPINE2_Ethernet2,PASS
382,DC1-LEAF2A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2A_Ethernet3 - Destination: DC1-SPINE3_Ethernet2,PASS
383,DC1-LEAF2A,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2A_Ethernet4 - Destination: DC1-SPINE4_Ethernet2,PASS
384,DC1-LEAF2B,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2B_Ethernet1 - Destination: DC1-SPINE1_Ethernet3,PASS
385,DC1-LEAF2B,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2B_Ethernet2 - Destination: DC1-SPINE2_Ethernet3,PASS
386,DC1-LEAF2B,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2B_Ethernet3 - Destination: DC1-SPINE3_Ethernet3,PASS
387,DC1-LEAF2B,IP Reachability,ip reachability test p2p links,Source: DC1-LEAF2B_Ethernet4 - Destination: DC1-SPINE4_Ethernet3,PASS
388,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet6 - Destination: DC1-BL1A_Ethernet1,PASS
389,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet7 - Destination: DC1-BL1B_Ethernet1,PASS
390,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet1 - Destination: DC1-LEAF1A_Ethernet1,PASS
391,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet2 - Destination: DC1-LEAF2A_Ethernet1,PASS
392,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet3 - Destination: DC1-LEAF2B_Ethernet1,PASS
393,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet4 - Destination: DC1-SVC3A_Ethernet1,PASS
394,DC1-SPINE1,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE1_Ethernet5 - Destination: DC1-SVC3B_Ethernet1,PASS
395,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet6 - Destination: DC1-BL1A_Ethernet2,PASS
396,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet7 - Destination: DC1-BL1B_Ethernet2,PASS
397,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet1 - Destination: DC1-LEAF1A_Ethernet2,PASS
398,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet2 - Destination: DC1-LEAF2A_Ethernet2,PASS
399,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet3 - Destination: DC1-LEAF2B_Ethernet2,PASS
400,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet4 - Destination: DC1-SVC3A_Ethernet2,PASS
401,DC1-SPINE2,IP Reachability,ip reachability test p2p links,Source: DC1-SPINE2_Ethernet5 - Destination: DC1-SVC3B_Ethernet2,PASS
